,Job_Title,Company_Name,Job_Description
126,Senior Power BI Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Full Time · Experienced · 5-6 Yrs of Exp · Information Technology (IT) · BI · Data · IT · OBIEE · ETL · Data Warehouse · Data Modeling · Computer Science · SQL · Power BI Development - October 7, 2020"
127,Senior iOS Developer,AlgorithmZ –Tooli,"Full Time · Experienced · 3-5 Yrs of Exp · Computer Science · Information Technology (IT) · iOS · Software Development · Swift · Mobile Development · Git · JSON · APIs · Engineering · REST - November 12, 2020"
128,Full Stack Developer,Art dimension,"Full Time · Experienced · 3+ Yrs of Exp · Information Technology (IT) · javaScript · AngularJS · Software Development · Computer Science · Git · AJAX · ReactJS · VueJS · SEO · Full Stack · HTML5 - October 21, 2020"
129,Senior Mobile Apps Developer (React Native),RMG,"Full Time · Work From Home · Experienced · 6-10 Yrs of Exp · React Native · Mobile Development · Flutter · Information Technology (IT) · Computer Science · Software Development · Java · RESTful - September 28, 2020"
130,Android Developer / Alexandria, ,"Full Time · Experienced · 2+ Yrs of Exp · TFS · Git · Software Development · Android · IT/Software Development · Engineering - Telecom/Technology - October 21, 2020"
131,Java Developer,Aman,"Full Time · Entry Level · 0-2 Yrs of Exp · Java · Information Technology (IT) · Computer Science · Software Development · Engineering · SQL · HTML · Web Development · CSS · Git · Oracle · JSON - November 9, 2020"
132,BI Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Full Time · Experienced · 4+ Yrs of Exp · Information Technology (IT) · Computer Science · SQL · BI · XML · C# · MS SQL · javaScript · jQuery · .NET · MS · XSLT · Computer Engineering · XRM - November 5, 2020"
133,Opencart Developer, ,"Full Time · Experienced · 2+ Yrs of Exp · jQuery · Front-End · Back-End · MVC · Computer Science · OpenCart · AJAX · javaScript · Angularjs · CSS · Wordpress · Information Technology (IT) - November 10, 2020"
134,Senior SharePoint Developer,SAED,"Full Time · Experienced · 5+ Yrs of Exp · Web Development · SharePoint · Information Technology (IT) · Computer Science · Software Development · Computer Engineering · MVC · SQL · Engineering - September 28, 2020"
135,Senior ETL Developer,Ejada (Cairo),"Full Time · Experienced · 4+ Yrs of Exp · IBM InfoSphere DataStage · Information Technology (IT) · Engineering · Data Warehousing · OLAP · Design · JDBC · DB2 DBMS · Unix Shell Scripting · IBM - November 1, 2020"
136,Italian Business Development Team Lead...,citpeak,"Full Time · Manager · 2-5 Yrs of Exp · Sales · Sales Skills · Business Development · Italian · Sales Target · Computer Skills · Business Development · Operations/Management · Sales/Retail - November 13, 2020"
137,ADF Developer - Alexandria,Ascon Advanced Solutions & Consultant,"Full Time · Entry Level · 1-4 Yrs of Exp · Engineering · Computer Science · Information Technology (IT) · ADF Programing · ERP · Oracle · Computer Engineering · IT/Software Development - November 3, 2020"
138,Senior Flutter Developer,Entrepreware,"Full Time · Experienced · 3+ Yrs of Exp · Computer Science · Information Technology (IT) · Flutter · Software Development · RESTful · Android · iOS · Development · React · Java · MVVM · MySQL - November 16, 2020"
139,CRM Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Full Time · Experienced · 4+ Yrs of Exp · CRM · SQL · C# · XML · HTML5 · jQuery · javaScript · .NET · XSLT · J2EE · VB.net · Dynamics Nav CAL · XRM · Nodejs · Computer Science · Dynamics NAV - November 5, 2020"
140,IOS & Android Mobile Application Developer,Sharee Coin,"Full Time · Experienced · 2-3 Yrs of Exp · Information Technology (IT) · Software Development · Computer Science · Git · JSON · RESTful · APIs · Kotlin · Swift · Mobile Development · iOS - October 16, 2020"
141,Senior CRM Developer,Ghassan Ahmed Alsulaiman for Electronic Services,"Full Time · Experienced · 5-6 Yrs of Exp · CRM · Information Technology (IT) · Application · Projects · Development · Computer Science · Computer Engineering · IT/Software Development - October 7, 2020"
142,Drupal Developer,SAG Technologies,Full Time · Experienced · 5+ Yrs of Exp · PHP · Drupal · Computer Science · Information Technology (IT) · CSS · Git · HTML · Linux · Web Development · jQuery · MySQL · WordPress · Ajax - New
143,Senior Mobile Developer (Both iOS & Android),El-Taef,Full Time · Experienced · 2-7 Yrs of Exp · Information Technology (IT) · iOS · Mobile Development · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other - New
144,PHP Laravel Senior Developer,Egybell,"Full Time · Experienced · 4-6 Yrs of Exp · Males Only · PHP · Information Technology (IT) · Laravel · Computer Science · OOP · IT/Software Development · Engineering - Telecom/Technology - October 21, 2020"
145,Sr. Android Developer,Ebling,"Full Time · Experienced · 4+ Yrs of Exp · Android · Computer Science · Information Technology (IT) · Software Development · Git · RESTful · Applications · Android SDK · Development · Agile - November 3, 2020"
146,Front End Developer - Alexandria,Caduceus Lane,"Full Time · Experienced · 2+ Yrs of Exp · Java · C++ · C# · HTML · CSS · Python · Adobe Illustrator · Adobe Indesign · Web Design · UI/UX · Information Technology (IT) · Computer Science - October 22, 2020"
147,Senior Integration Engineer,Path-Solutions,"Full Time · Experienced · 5-8 Yrs of Exp · Java · Software Development · Integration · XML · JSON · SOAP · Information Technology (IT) · Computer Science · SQL · XQuery · Integration Development - November 2, 2020"
148,GIS Web Developer - Saudi Arabia,Leader,"Full Time · Experienced · 5-6 Yrs of Exp · Information Technology (IT) · SQL · HTML5 · GIS · Oracle · Computer Science · WCF · WMS · WFS · WCS · WPS · ArcGIS · Json · javaScript · jQuery - October 12, 2020"
149,Senior ETL Developer,Ejada (Cairo),"Full Time · Experienced · 4+ Yrs of Exp · IBM InfoSphere DataStage · Information Technology (IT) · Engineering · Data Warehousing · OLAP · Design · JDBC · DB2 DBMS · Unix Shell Scripting · IBM - November 1, 2020"
150,Front End Developer,Bites for Development,"Full Time · Entry Level · 1-4 Yrs of Exp · Software Development · javaScript · Computer Science · Information Technology (IT) · HTML5 · CSS3 · Agile · Git · SASS · LESS · APIs · RESTful · Jira - October 12, 2020"
151,Sharepoint Developer,Alnafitha,"Full Time · Experienced · 3-5 Yrs of Exp · SharePoint · DNS · MCSE · SQL · .NET · Troubleshooting · Active Directory · SharePoint Administration · PowerShell · HTTPWatch · WSS · Exchange server - October 26, 2020"
152,Senior PHP Developer,The Portal,"Full Time · Experienced · 2+ Yrs of Exp · Software Development · Computer Science · Full Stack · Web Development · Front End · Back End · Software Engineering · Agile · APIs · Java · javaScript - October 11, 2020"
153,Senior Front End Developer,TruDoc 24x7,"Full Time · Experienced · 5-6 Yrs of Exp · HTML5 · CSS3 · JavaScript · Information Technology (IT) · Software Development · Computer Science · Front-End · Web Development · Bootstrap · AngularJS - October 15, 2020"
154,Business Development Manager (E-Learning), ,Full Time · Manager · 3-5 Yrs of Exp · Males Preferred · Business Development · Sales Skills · Marketing · Business · Communication Skills · E-Learning · IT · Sales · Excel · PowerPoint - New
155,Senior Front End Developer - Full Time,Dexef,"Full Time · Experienced · 3-5 Yrs of Exp · frontend · ui developer · front-end developer · angulr · senior front-end developer · senior frontend developer · Information Technology (IT) · javaScript - October 11, 2020"
156,React Native Mobile Developer,TravelYalla,"Full Time · Experienced · 3+ Yrs of Exp · Jest · Backend · Information Technology (IT) · Computer Engineering · Computer Science · TypeScript · Agile · Scrum · Git · APIs · Cloud Technology - October 12, 2020"
157,Business Development Engineer,Smart Lighting,"Full Time · Entry Level · 0-2 Yrs of Exp · Females Only · Engineering · Business Development · English · Marketing · Architecture · Engineering - Construction/Civil/Architecture - October 13, 2020"
158,Senior Front End Developer - React,GetTechForce.com,"Full Time · Experienced · 5+ Yrs of Exp · HTML · Redux · ReactJS · Front-End · Javascript · Information Technology (IT) · Computer Science · CSS · English · IT/Software Development - October 13, 2020"
159,Senior Front-End Developer,Glamera,"Full Time · Experienced · 3-7 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · javaScript · HTML5 · Front-End · CSS3 · jQuery · OOP · AJAX · SASS · DOM - October 14, 2020"
160,Senior Front End Developer - React JS,Odiggo,"Full Time · Experienced · 2-6 Yrs of Exp · Information Technology (IT) · Computer Science · Software Development · CSS · javaScript · React · Front-End · HTML · Design · Redux · React.js · JS - October 5, 2020"
161,Web Developer,Gardenia Pharmacies,"Full Time · Experienced · 3-4 Yrs of Exp · Information Technology (IT) · Web Development · javaScript · Developer · Computer Science · Software Development · SOLID · PHP · HTML · WordPress - October 5, 2020"
162,Business Development Specialist,EL KHETA,"Full Time · Experienced · 2-4 Yrs of Exp · Business Development · Sales Skills · Sales · Negotiation · Sales Target · Business Administration · Business Development · Sales/Retail - November 22, 2020"
163,PR/social media & Internal Communications...,DYNINNO Egypt,"Full Time · Experienced · 3-5 Yrs of Exp · Social Media · Public Relations (PR) · Communication · Marketing · English · Presentation Skills · Management · Planning · E-marketing · content creation - November 8, 2020"
164,ERP Technical Consultant / Developer -...,Trax Group Company,"Full Time · Experienced · 2+ Yrs of Exp · ERP · Dynamics 365 · Microsoft Dynamics 365 · Microsoft Dynamics 365 for Finance and Operations · X++ · Information Technology (IT) · Computer Science - November 19, 2020"
165,Front End Developer (React),iHorizons,"Full Time · Experienced · 4-6 Yrs of Exp · React · javaScript · Computer Science · Software Development · Redux · React Native · SASS · LESS · CSS · Bootstrap · Reactjs · React Hooks · Flexbox - October 15, 2020"
166,WordPress Developer,CIC- Canadian International College,"Full Time · Experienced · 2-4 Yrs of Exp · WordPress · HTML5 · CSS3 · javaScript · Information Technology (IT) · Computer Science · CSS · JSON · PHP · APIs · RESTful · Git - November 16, 2020"
167,PHP Web Developer,Etolv,"Full Time · Entry Level · 1-5 Yrs of Exp · php · laravel · Information Technology (IT) · Computer Science · Web Development · Git · OOP · Front-End · Back-End · Development · Web · Deployment - November 2, 2020"
168,Oracle Sales Consultant,Hits-Consulting,"Full Time · Work From Home · Experienced · 3+ Yrs of Exp · Sales Skills · Business Development · Oracle · EBS · Sales · Sales Target · Sales Consultant · Oracle Sales · English · Arabic - November 9, 2020"
