,Job_Title,Company_Name,Skills,Level,Type,Job_Category,Years_of_experience
126,IT Help Desk Specialist, Dulex Lab,· Information Technology (IT) · Computer Science · Help Desk · Software · Computer Systems · Communication · Computer Skills · Network · Computer · Hardware - July 15,Experienced,Full Time,IT Category,   2-5 Yrs of Ex
127,IT Technical Support Specialist, Chubb life Insurance,· Information Technology (IT) · Computer Science · Technical Support · Software · Hardware · MCSA · CCNA · Installation · Installation/Maintenance/Repair - July 27,Entry Level,Full Time,IT Category,   1-2 Yrs of Ex
128,IT Support Specialist, Aman,· Information Technology (IT) · Computer Science · Technical Support · Installation · Installation/Maintenance/Repair · IT/Software Development - August 1,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
129,IT Engineer, Etisalat Misr,· Information Technology (IT) · Computer Science · Hardware · Software · Engineering · Networking · Networks · LAN · IT/Software Development - July 12,Experienced,Full Time,IT Category,   6-8 Yrs of Ex
130,IT Help Desk Specialist, Major for Construction and Decoration,· Information Technology (IT) · Help Desk · IT · Computer Science · Computer Systems · Computer · Installation · Computer Engineering - July 4,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
131,IT Technical Support Specialist, Egypt University of Informatics (EUI),· Information Technology (IT) · Computer Science · Technical Support · Computer · Information System · Engineering · Communication · Communication Skills - August 5,Experienced,Full Time,IT Category,   5-7 Yrs of Ex
132,Network Support Engineer (Global Multinational..., Pillars, Networking · CCNP · RHCSA · Information Technology (IT) · English · IT/Software Development · Engineering - Telecom/Technology - July 22,Experienced,Full Time,Software Engneering ,   2+ Yrs of Exp
133,Senior Mobile App Developer, Qmind,· Computer Science · Information Technology (IT) · Software Development · Android · Mobile Development · App Store · APIs · IT/Software Development - July 15,Experienced,Full Time,Software Engneering ,   3-5 Yrs of Ex
134,IT Enhancement Services Officer, Raya Customer Experience, of Exp · Computer Science · Information Technology (IT) · Technical · ITSM · IT · Microsoft Office · ITIL · Communication · Business · Finance · Information Technology - August 5,Manager,Full Time,IT Category,  Manager · 5+ Y
135,IT Help Desk Specialist, Dough and More Food Industries,· Males Only · Information Technology (IT) · Computer Science · Help Desk · Installation · MCSA · TCP/IP · DNS · Support · DHCP · IP · TCP - New,Entry Level,Full Time,IT Category,   1-4 Yrs of Ex
136,IT Infrastructure Engineer, Confidential, Males Only · Computer Science · Information Technology (IT) · Networking · Infrastructure · Engineering · Cloud · Telecommunication · Software Development - New,Experienced,Full Time,IT Category,   5+ Yrs of Exp
137,IT Help Desk Specialist, Confidential, Information Technology (IT) · Help Desk · Software · Computer Science · Installation · IT · Communication Skills · IT/Software Development - July 4,Experienced,Full Time,IT Category,   3+ Yrs of Exp
138,Software Tester, Deli Techno,· Computer Science · Software Testing · Information Technology (IT) · Software · Testing · Software Engineering · Troubleshooting · Engineering · Quality - August 5,Entry Level,Full Time,Software Engneering ,   1-3 Yrs of Ex
139,IT Technical Support Specialist, Shawermer, Males Only · Computer Science · Technical Support · Troubleshoot · Information Technology (IT) · Engineering · Software · Software Engineering - June 26,Experienced,Full Time,IT Category,   5+ Yrs of Exp
140,HR Generalist (IT Field Experience), Confidential,· Human Resources (HR) · Talent Acquisition · Recruitment · Interviewing · Hiring · Sourcing · Human Resources · Talent · Recruiting · Software · Personnel - July 6,Experienced,Full Time,IT Category,   2-4 Yrs of Ex
141,IT Help Desk Specialist, Orient, Help Desk · Information Technology (IT) · Computer Science · Installation · Technical · Installation/Maintenance/Repair · IT/Software Development - July 5,Experienced,Full Time,IT Category,   2+ Yrs of Exp
142,Senior .Net Developer, Qmind, Computer Science · Information Technology (IT) · Software Development · .NET · C# · Computer Engineering · HTML5 · Engineering · Design · .Net Core - July 15,Experienced,Full Time,Software Engneering ,   5+ Yrs of Exp
143,Senior Software Tester - Alexandria, ISFP,· Information Technology (IT) · Software · Quality · Software Testing · Software Development · Software Engineering · Testing · Computer Science · Quality - August 3,Experienced,Full Time,Software Engneering ,   2-4 Yrs of Ex
144,Full Stack Web Developer - C# ASP.NET - Alexandria, SGS-UAE,· Information Technology (IT) · Computer Science · .NET · C# · javaScript · Angular · MVC · HTML5 · Engineering · Software Development · ASP · CSS3 - July 22,Experienced,Full Time,Software Engneering ,   2-6 Yrs of Ex
145,IT Help Desk, The First Microfinance, Help Desk · IT · Information Technology (IT) · Computer Science · Installation · Troubleshooting · Installation/Maintenance/Repair · IT/Software Development - New,Experienced,Full Time,IT Category,   2+ Yrs of Exp
146,Software Business Analyst - Mansoura," qTech. ""AlQemam""", Software Analysis · Analysis · Software Development · Programming · Scripting · Software · Computer Science · Computer Engineering · Software Engineering - July 28,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
147,IT Manager, Digital Move,rs of Exp · Information Technology (IT) · Software · Computer · Communication · Computer Science · Engineering · Management · Analysis · Project Management · IT - July 8,Manager,Full Time,IT Category,  Manager · 7-10
148,Software Business Analyst, GET Group- Egypt,· Information Technology (IT) · Business Analysis · Computer Science · Software · Analytical · CBAP · Analysis · English · Technical Writing · SRS - August 4,Entry Level,Full Time,Software Engneering ,   1-4 Yrs of Ex
149,IT Manager, Seera Group, of Exp · Information Technology (IT) · Computer Science · Engineering · Project Management · Management · Computer Engineering · Implementation · call center - August 4,Manager,Full Time,IT Category,  Manager · 7+ Y
150,IT Customer Support, Computer Remarketing Services, Customer Service · IT · Troubleshooting · Hardware · Software · Computer · Information Technology (IT) · Customer Support · Computer Science · English - July 15,Experienced,Full Time,IT Category,   5+ Yrs of Exp
151,Senior PHP Software Engineer - Alexandria, Softxpert Incorporation, PHP · Computer Science · Computer Engineering · PHP Development · OOP · SDLC · GIT · SVN · Information Technology (IT) · Software · Software Engineering - New,Experienced,Full Time,Software Engneering ,   3+ Yrs of Exp
152,Software Quality Control Engineer, Softxpert Incorporation,· Computer Science · QC · QA · Quality Control · Quality Assurance · Software Development · ISTQB · Testing · Software Testing · Software Life Cycle - New,Entry Level,Full Time,Software Engneering ,   1-2 Yrs of Ex
153,IT Network Engineer, ShadyPack,· Engineering · Computer Science · Networking · Maintenance · Information Technology (IT) · CCNA · Network Infrastructure · Hardware · Network · Computer - July 12,Entry Level,Full Time,IT Category,   0-1 Yrs of Ex
154,Software Testing Engineer, CloudInn, Software Development · Testing · Software Testing · Python · Financial Software · Software Engineering · Financial Operations · Testing Engineers · Quality - August 5,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
155,Senior Software Engineer - Sharepoint (3 Months..., Confidential,s of Exp · Software Development · Software Engineering · Computer Science · Information Technology (IT) · jQuery · .NET · SQL Server · CSS · SharePoint · SQL · LINQ - August 1,Experienced,Full Time,Software Engneering , Contract ·  5+ 
156,IT Specialist, The Freak Company,· Males Only · Information Technology (IT) · Installation · Technical Support · Communication · Computer Science · Installation/Maintenance/Repair - August 5,Experienced,Full Time,IT Category,   3-5 Yrs of Ex
157,IT Manager, Egyptian Cultural Center,s of Exp · Information Technology (IT) · Computer Science · Engineering · Software · IT · Software Engineering · Computer · Information Technology · Security - June 23,Manager,Full Time,IT Category,  Manager · 5-6 
158,IT Specialist (SaaS), BI-Technologies,· IT · Information Technology (IT) · Computer Science · SaaS · Virtualization Technologies · Cloud Computing · Microsoft Operating Systems · MCSE · CCNA - July 28,Entry Level,Full Time,IT Category,   1-3 Yrs of Ex
159,IT Project Manager, Ghalioungui, Information Technology (IT) · Project Management · Computer Science · CCNA · CCNP · CISSP · MCSE · IT/Software Development · Project/Program Management - July 27,Experienced,Full Time,IT Category,   3+ Yrs of Exp
160,Java Software Engineer, Deben TMS,  1-3 Yrs of Exp · Springboot · Java · Agile · Software Development · SQL · Angular · Computer Science · Information Technology (IT) · Computer Engineering - August 3,Entry Level,Full Time,Software Engneering ,  Work From Home
161,Software Sales Representative., AK IT Consulting, Sales · Sales Skills · Sales Target · Software · Software Sales · Communication Skills · ERP · Selling · CRM · IT/Software Development · Sales/Retail - August 4,Entry Level,Full Time,Software Engneering ,   1+ Yrs of Exp
162,IT Technical Support Specialist, Confidential,· Information Technology (IT) · Computer Maintenance · Computer Engineering · Windows · Desk Software · Installation · Maintenance · Helpdesk - July 15,Experienced,Full Time,IT Category,   2-4 Yrs of Ex
163,IT Sales Account manager-Female, Klenka,· sales account manager · Sales · Sales Target · Sales Skills · Customer Service · Business Development · IT · Business Development · IT/Software Development - June 21,Entry Level,Full Time,IT Category,   1-6 Yrs of Ex
